Variable,Coef,OR,CI_lo,CI_hi,SE,z,p_value,Model,p_fdr,sig_fdr
field_Immunology and Microbiology,0.17094685005682284,1.18642768878166,1.0054146390038932,1.400030003643443,0.0844626619942008,2.023933961121898,0.04297694704622995,gh_first_E,,
field_Neuroscience,-0.4120352387738448,0.6623009369679693,0.47639794492595366,0.9207481597697238,0.16809516147647735,-2.4512022544533716,0.014237992567165,gh_first_E,,
field_Other,0.89408947850566,2.44510845179543,0.3461333544530381,17.272404592411473,0.9974595097908097,0.8963666893036804,0.37005695196626287,gh_first_E,,
"field_Pharmacology, Toxicology and Pharmaceutics",0.05673552142185533,1.0583758556346725,0.8556682982500261,1.3091047711844932,0.10847347010455644,0.5230359217527434,0.6009492556980499,gh_first_E,,
log_author_count,-0.6328617040280718,0.5310698596161842,0.4882380892505696,0.5776591421322105,0.042903265444353744,-14.750898270177222,3.0359675128132535e-49,gh_last_E,,
year_centered,-0.05153592722448925,0.9497695267662262,0.9184655350055944,0.9821404501239632,0.01709947496731326,-3.013889451167563,0.0025792176929390525,gh_last_E,,
year_centered_sq,0.0020553729643395186,1.0020574866912684,1.0011203138500244,1.0029955368425842,0.0004773909171259158,4.305429555957381,1.6666202041723185e-05,gh_last_E,,
has_funding_int,-0.39037066605401144,0.676805959003954,0.567146924674818,0.8076677950883732,0.09018684508020887,-4.328465705911213,1.5015170728614717e-05,gh_last_E,,
is_oa_int,0.32648067156588806,1.3860814587199464,1.2325387607478913,1.5587516363716118,0.059900304205620016,5.450400893544322,5.0256402931172256e-08,gh_last_E,,
is_bilateral_int,0.44048926316764253,1.55346708683612,1.0067235610631045,2.3971426548661365,0.22132051246616252,1.9902776216234748,0.046560361758494755,gh_last_E,,
bilateral_x_year,0.01131263167627309,1.0113768614681529,0.9905333332466021,1.032658994483849,0.01062468986552493,1.0647493545181397,0.28698936919352314,gh_last_E,,
"field_Biochemistry, Genetics and Molecular Biology",-0.4020111702685686,0.668973273037486,0.5841199898026033,0.7661529272260018,0.06920290050969724,-5.809166484463114,6.278463216071981e-09,gh_last_E,,
field_Engineering,0.041323234352879865,1.0421889223690635,0.8324526032841465,1.3047682782464007,0.11464399290468295,0.3604483174904483,0.7185118992999187,gh_last_E,,
field_Immunology and Microbiology,-0.15329615836345004,0.8578756171468224,0.7416358053022388,0.9923342012797232,0.0742861359084963,-2.0635904195134906,0.039056566726395625,gh_last_E,,
field_Neuroscience,-0.07664837998478925,0.9262154722545661,0.6712171198610714,1.2780888264907666,0.16429297848020155,-0.4665347277396028,0.6408327958323751,gh_last_E,,
field_Other,-0.3013851987805109,0.7397927505897803,0.1758557818178765,3.1121712813059075,0.7330131849806706,-0.41115931466970596,0.6809557190923177,gh_last_E,,
"field_Pharmacology, Toxicology and Pharmaceutics",-0.06307217172284448,0.9388757109662892,0.6154624758339662,1.432236139901167,0.21546384124084195,-0.2927274078082709,0.7697305186916197,gh_last_E,,
